1454406482029.584,17.57,25.5,5.81
1454407806397.372,18.83,29.4,5.84
1454407907561.167,17.71,28.9,5.82
1454408004936.177,18.03,29.2,5.85
1454408209923.055,1454408209.923055,2016-02-02 02:16:49,18.03,27.2,5.79
